Year of Case,Employer Name,Address,Street,City,State,Zip Code,Wages Owed,Number of Claimants on Case,USDOL?
2023,Altitude Brooklyn Coffee,"250 Wyckoff Ave, Brooklyn, NY, 11237",250 Wyckoff Ave,Brooklyn,NY,11237,"$2,355.00",,NO
2021,Busa Builders LLC,"637 Court Street, Brooklyn, NY, 11231",637 Court Street,Brooklyn,NY,11231,"$2,354.00",2,NO
2021,La Rivista/Broadway Joe Steak,"313 46th St, New York, NY, 10036",313 46th St,New York,NY,10036,"$2,352.00",1,NO
2022,Operation Adulting,"117 W 141 Street Unit 46, New York, NY, 10030",117 W 141 Street Unit 46,New York,NY,10030,"$2,352.00",1,NO
2022,Jue Lan Club,"49 W 20th Street, New York, NY, 10011",49 W 20th Street,New York,NY,10011,"$2,347.00",,NO
2022,"Jay Suites II, LLC T/A Jay Suites & Jack Srour","31 West 34th Street, New York, NY, 10001",31 West 34th Street,New York,NY,10001,"$2,346.00",,NO
2023,Urban Cups Inc,"185 Wythe Avenue, Brooklyn, NY, 11249",185 Wythe Avenue,Brooklyn,NY,11249,"$2,346.00",,NO
2023,La Familia Home Care,"325 A Audubon Avenue, New York, NY, 10033",325 A Audubon Avenue,New York,NY,10033,"$2,340.00",1,NO
2021,Cesar Ortiz,"34-41 107th Street, Corona, NY, 11368",34-41 107th Street,Corona,NY,11368,"$2,325.00",2,NO
2022,The Miskin Group,"109 Bedford Ave., Brooklyn, NY, 11249",109 Bedford Ave.,Brooklyn,NY,11249,"$2,325.00",1,NO
2021,FACC Construction Inc - Tacos El Chilango Corp,"105-19 34th Avenue, Corona, NY, 11368",105-19 34th Avenue,Corona,NY,11368,"$2,317.00",2,NO
2023,Chipotle Riverdale - 2309,"193 W 237th St, Bronx, NY, 10463",193 W 237th St,Bronx,NY,10463,"$2,313.00",93,NO
2023,Chipotle 347 Flatbush - 2879,"347 Flatbush Avenue, Brooklyn, NY, 11238",347 Flatbush Avenue,Brooklyn,NY,11238,"$2,312.00",91,NO
2021,CORE Services Group,"45 Main St, Brooklyn, NY, 11201",45 Main St,Brooklyn,NY,11201,"$2,307.00",1,NO
2020,"CGE Group/BNM Production Services, Inc./Mythic Br..","676 Broadway, Brooklyn, NY, 11206",676 Broadway,Brooklyn,NY,11206,"$2,300.00",1,NO
2023,"Professional Mortgage Solutions, Inc.","62-79 Woodhaven Blvd, Rego Park, NY, 11374",62-79 Woodhaven Blvd,Rego Park,NY,11374,"$2,300.00",1,NO
2020,Red Oak Custom Carpentry Inc.,"62-09 43rd Avenue, Woodside, NY, 11377",62-09 43rd Avenue,Woodside,NY,11377,"$2,299.00",2,NO
2020,Good Shepherd Services,"305 7th Avenue, New York, NY, 10001",305 7th Avenue,New York,NY,10001,"$2,298.00",1,NO
2022,Utility Programs and Metering II Inc / Utilivisor,"135 West 36th Street, New York, NY, 10018",135 West 36th Street,New York,NY,10018,"$2,297.00",1,NO
2023,Chipotle 82nd Street Queens - 3056,"40-37 82nd St, Elmhurst, NY, 11373",40-37 82nd St,Elmhurst,NY,11373,"$2,288.00",54,NO
2021,Shashi Inc,"790 Madison Ave, New York, NY, 10065",790 Madison Ave,New York,NY,10065,"$2,288.00",1,NO
2020,Sinergia Inc,"2082 Lexington Avenue, New York, NY, 10035",2082 Lexington Avenue,New York,NY,10035,"$2,285.00",,NO
2023,Chipotle Hunter College - 1394,"1153 Third Avenue, New York, NY, 10065",1153 Third Avenue,New York,NY,10065,"$2,279.00",62,NO
2023,Second Development Services Inc,"132 Remsen Street, Brooklyn, NY, 11201",132 Remsen Street,Brooklyn,NY,11201,"$2,265.00",,NO
2021,"Windsor AR, Inc.","58-88 56th St, Maspeth, NY, 11378",58-88 56th St,Maspeth,NY,11378,"$2,263.00",1,NO
2023,Shiso,"214 E. 9th St, New York, NY, 10003",214 E. 9th St,New York,NY,10003,"$2,256.00",,NO
2021,Jeana and Brian Cho,"325 West 93rd Street, New York, NY, 10025",325 West 93rd Street,New York,NY,10025,"$2,250.00",2,NO
2020,Karrouna Mezze,"241 Bowery, New York, NY, 10002",241 Bowery,New York,NY,10002,"$2,250.00",1,NO
2021,"New Glen Oaks Nursing Home, Inc.","260-01 79th Avenue, Glen Oaks, NY, 11004",260-01 79th Avenue,Glen Oaks,NY,11004,"$2,250.00",1,NO
2020,Reunited Construction,"38-15 209th Street, Bayside, NY, 11361",38-15 209th Street,Bayside,NY,11361,"$2,250.00",1,NO
2021,Top Gun Contracting,"130-01 101st Avenue, Queens, NY, 11409",130-01 101st Avenue,Queens,NY,11409,"$2,250.00",5,NO
2023,Elate Moving LLC,"193 6th Street, Brooklyn, NY, 11215",193 6th Street,Brooklyn,NY,11215,"$2,245.00",1,NO
2022,Avenue M Management Corp,"1500 McDonald Avenue, Brooklyn, NY, 11230",1500 McDonald Avenue,Brooklyn,NY,11230,"$2,240.00",1,NO
2023,F&C Valet Services Inc.,"196 Willoughby Street, Brooklyn, NY, 11201",196 Willoughby Street,Brooklyn,NY,11201,"$2,240.00",,NO
2024,GDS Group,"225 Liberty St, New York, NY, 10280",225 Liberty St,New York,NY,10280,"$2,239.00",,NO
2020,All Heart Homecare Angency,"1664 East 14th Street, Brooklyn, NY, 11229",1664 East 14th Street,Brooklyn,NY,11229,"$2,235.00",1,NO
2023,Always Home Care,"3131 Coney Island Avenue, Brooklyn, NY, 11235",3131 Coney Island Avenue,Brooklyn,NY,11235,"$2,234.00",1,NO
2020,Hyper Structure Corp and Madison New York Services,"138-28 Queens Blvd, Jamaica, NY, 11435",138-28 Queens Blvd,Jamaica,NY,11435,"$2,233.00",1,NO
2021,F.A.L.C. Corp.,"107-32 Union Hall St., Jamaica, NY, 11433",107-32 Union Hall St.,Jamaica,NY,11433,"$2,227.00",,NO
2020,BY and H Fashion Corp,"327 W 36th Street, New York, NY, 10018",327 W 36th Street,New York,NY,10018,"$2,225.00",1,NO
2024,American Express Travel Related Services,"374 Park Ave, New York, NY, 10022",374 Park Ave,New York,NY,10022,"$2,224.00",,NO
2022,Securitas Security Services USA,"1412 Broadway, New York, NY, 10018",1412 Broadway,New York,NY,10018,"$2,222.00",1,NO
2020,PS Handyman,"25 Dierauf St, Staten Island, NY, 10312",25 Dierauf St,Staten Island,NY,10312,"$2,221.00",1,NO
2020,Mamma Luciana,"15-11 College Point Blvd, College Point, NY, 11356",15-11 College Point Blvd,College Point,NY,11356,"$2,215.00",1,NO
2020,Legacy Builders & Maintenance,"393 Rockaway Ave, Brooklyn, NY, 11212",393 Rockaway Ave,Brooklyn,NY,11212,"$2,210.00",1,NO
2022,B Tween LLC,"1411 Broadway, New York, NY, 10018",1411 Broadway,New York,NY,10018,"$2,207.00",1,NO
2022,Amsterdam Nursing Home,"1060 Amsterdam Ave, New York, NY, 10025",1060 Amsterdam Ave,New York,NY,10025,"$2,204.00",1,NO
2023,Blue Sky Adult Day Care Inc,"13440 Cherry Avenue, Flushing, NY, 11355",13440 Cherry Avenue,Flushing,NY,11355,"$2,200.00",1,NO
2020,Interior Builders Pro Inc,"626 Morris Park Ave, Bronx, NY, 10460",626 Morris Park Ave,Bronx,NY,10460,"$2,200.00",1,NO
2024,Easy Living By Decora,"189 Kensington Ave, Staten Island, NY, 10305",189 Kensington Ave,Staten Island,NY,10305,"$2,200.00",,NO
2020,Treehaus MiMa,"470 W 42nd Street, New York, NY, 10036",470 W 42nd Street,New York,NY,10036,"$2,200.00",4,NO
2022,Cindy Farkas Glanzrock,"201 East 66th Street, New York, NY, 10065",201 East 66th Street,New York,NY,10065,"$2,198.00",1,NO
2023,C & C Management,"1735 Park Avenue, New York, NY, 10035",1735 Park Avenue,New York,NY,10035,"$2,197.00",1,NO
2022,White Glove,"89 Bartlett Street, Brooklyn, NY, 11206",89 Bartlett Street,Brooklyn,NY,11206,"$2,190.00",2,NO
2023,TaylorMade Home Improvement Corp,"122-08 Irwin Place, Jamaica, NY, 11434",122-08 Irwin Place,Jamaica,NY,11434,"$2,185.00",2,NO
2020,Decora Design and Construction,"189 Livingston Avenue, Staten Island, NY, 10305",189 Livingston Avenue,Staten Island,NY,10305,"$2,176.00",2,NO
2023,Other Half Brewing Company Inc,"195 Centre Street, Brooklyn, NY, 11231",195 Centre Street,Brooklyn,NY,11231,"$2,171.00",,NO
2020,Woodrow Lobster & Fish Market,"655 Rossville Ave, Staten Island, NY, 10309",655 Rossville Ave,Staten Island,NY,10309,"$2,171.00",1,NO
2023,An-Noor Pharmacy Inc,"35-101st Ave, Brooklyn, NY, 11208",35-101st Ave,Brooklyn,NY,11208,"$2,169.00",,NO
2023,Pilates BKLYN,"1067 Manhattan Ave, Brooklyn, NY, 11222",1067 Manhattan Ave,Brooklyn,NY,11222,"$2,165.00",,NO
2020,NRI National Recovery Institute,"455 W 50th Street, New York, NY, 10019",455 W 50th Street,New York,NY,10019,"$2,160.00",1,NO
2022,"Volume Industries, LLC","539 46th Ave., Queens, NY, 11101",539 46th Ave.,Queens,NY,11101,"$2,154.00",1,NO
2024,Kang Hua Adult Daycare Center,"42-35 Main St, Flushing, NY, 11355",42-35 Main St,Flushing,NY,11355,"$2,153.00",,NO
2022,Accurate Die Corp,"63 Flushing Avenue, Brooklyn, NY, 11205",63 Flushing Avenue,Brooklyn,NY,11205,"$2,150.00",1,NO
2022,United Building Maintenance Association,"237 West 35th Street, New York, NY, 10001",237 West 35th Street,New York,NY,10001,"$2,142.00",1,NO
2024,Lumen Window and Door Systems Corp.,"Attn: Yakov Bangiyev, Forest Hills, NY, 11375",Attn: Yakov Bangiyev,Forest Hills,NY,11375,"$2,138.00",,NO
2020,Gala Woodworking Inc,"114 12th Street, Brooklyn, NY, 11215",114 12th Street,Brooklyn,NY,11215,"$2,130.00",1,NO
2021,NY Super Deli,"14410 Northern Blvd., Flushing, NY, 11354",14410 Northern Blvd.,Flushing,NY,11354,"$2,130.00",1,NO
2023,Stop N Shop Supermarket,"961 East 174th Street, Bronx, NY, 10460",961 East 174th Street,Bronx,NY,10460,"$2,128.00",,NO
2022,1 Global Design Construction,"3870 White Plains Rd, Bronx, NY, 10467",3870 White Plains Rd,Bronx,NY,10467,"$2,125.00",1,NO
2023,All Luxury Contracting,"263 West 126th Street, New York, NY, 10027",263 West 126th Street,New York,NY,10027,"$2,125.00",1,NO
2022,Jamaica Hospital Medical Center,"89-00 Van Wyck Express Way, Jamaica, NY, 11418",89-00 Van Wyck Express Way,Jamaica,NY,11418,"$2,125.00",1,NO
2023,Poise Hair,"850 3rd Ave, Brooklyn, NY, 11232",850 3rd Ave,Brooklyn,NY,11232,"$2,125.00",1,NO
2023,Chipotle Myrtle Avenue - 2484,"394 Myrtle Avenue, Brooklyn, NY, 11205",394 Myrtle Avenue,Brooklyn,NY,11205,"$2,120.00",111,NO
2021,KNP Gallery New York Inc,"547 W 27th St #518, New York, NY, 10001",547 W 27th St #518,New York,NY,10001,"$2,120.00",1,NO
2020,Zara Plumbing,"230 Park Ave, New York, NY, 10169",230 Park Ave,New York,NY,10169,"$2,120.00",2,NO
2020,Intergen Health LLC Field,"1601 Bronxdale Avenue, Bronx, NY, 10462",1601 Bronxdale Avenue,Bronx,NY,10462,"$2,119.00",1,NO
2020,AIE VEE LLC,"1214 Hancock Street, Brooklyn, NY, 11221",1214 Hancock Street,Brooklyn,NY,11221,"$2,116.00",4,NO
2022,Penelope,"159 Lexington Avenue, New York, NY, 10016",159 Lexington Avenue,New York,NY,10016,"$2,110.00",1,NO
2021,ABM Parking Services,"1633 Broadway, New York, NY, 10019",1633 Broadway,New York,NY,10019,"$2,108.00",1,NO
2023,Delta Air Lines,"250 North Boundry Road, Jamaica, NY, 11430",250 North Boundry Road,Jamaica,NY,11430,"$2,103.00",,NO
2022,Parkchester South Condominium,"2000 East Tremont Ave, Bronx, NY, 10467",2000 East Tremont Ave,Bronx,NY,10467,"$2,103.00",1,NO
2021,Gene Burshtein,"2127 Flatbush Ave, Brooklyn, NY, 11234",2127 Flatbush Ave,Brooklyn,NY,11234,"$2,100.00",1,NO
2022,Mathew Services Inc,"21-30 79th Street, East Elmhurst, NY, 11370",21-30 79th Street,East Elmhurst,NY,11370,"$2,100.00",,NO
2020,Northern United Prospect Park United Lexington Unit..,"165 Madison Ave, New York, NY, 10016",165 Madison Ave,New York,NY,10016,"$2,100.00",1,NO
2023,YiJing Wu,"400 West 61st Street, New York, NY, 10019",400 West 61st Street,New York,NY,10019,"$2,100.00",1,NO
2020,Zen Yai Pho Noodle Ban,"208 Grand St, Brooklyn, NY, 11211",208 Grand St,Brooklyn,NY,11211,"$2,084.00",1,NO
2022,Trihop 14th Street LLC,"235 East 14th Street, New York, NY, 10003",235 East 14th Street,New York,NY,10003,"$2,082.00",,NO
2020,Bill Gordon,"1837 Prospect Ave, Brooklyn, NY, 11218",1837 Prospect Ave,Brooklyn,NY,11218,"$2,080.00",1,NO
2020,E.N. Modern Style Inc,"1214 Olmstead Avenue, Bronx, NY, 10462",1214 Olmstead Avenue,Bronx,NY,10462,"$2,080.00",3,NO
2021,Magnetic Construction Management Corp,"2526 50th Street, Woodside, NY, 11377",2526 50th Street,Woodside,NY,11377,"$2,080.00",2,NO
2023,"TAWCS, LLC","52 Bridge Street, Brooklyn, NY, 11201",52 Bridge Street,Brooklyn,NY,11201,"$2,077.00",1,NO
2023,House of Sinclair,"Attn: Arianna Sinclair, New York, NY, 10031",Attn: Arianna Sinclair,New York,NY,10031,"$2,075.00",,NO
2022,Hylan Construction,"2878 Golf Ave, Staten Island, NY, 10303",2878 Golf Ave,Staten Island,NY,10303,"$2,075.00",,NO
2021,Francisco Sosa,"9902 216th Street, Queens Village, NY, 11429",9902 216th Street,Queens Village,NY,11429,"$2,067.00",2,NO
2021,Bootyco LLC T/A Big Booty Bread Co & Jose Rojas,"261 West 23rd Street, New York, NY, 10011",261 West 23rd Street,New York,NY,10011,"$2,063.00",7,NO
2022,All American Homecare Agency Inc.,"1 West 34th Street, New York, NY, 10001",1 West 34th Street,New York,NY,10001,"$2,060.00",1,NO
2023,Beauty Strike,"73 Washington Avenue, Brooklyn, NY, 11205",73 Washington Avenue,Brooklyn,NY,11205,"$2,056.00",,NO
2022,Perfection Carpet Care & Maintenance Inc.,"3441 Richmond Ave., Staten Island, NY, 10312",3441 Richmond Ave.,Staten Island,NY,10312,"$2,052.00",1,NO
2021,Onigiri And The Pot NYC,"789 9th Avenue, New York, NY, 10019",789 9th Avenue,New York,NY,10019,"$2,048.00",1,NO
2021,Nacmias and Sons Auto Service,"2489 Coney Island Avenue, Brooklyn, NY, 11223",2489 Coney Island Avenue,Brooklyn,NY,11223,"$2,047.00",1,NO
2020,Luminous Early Childcare Learning Center,"655 Morris Ave, Bronx, NY, 10451",655 Morris Ave,Bronx,NY,10451,"$2,042.00",2,NO
2021,Hyco Restaurant Supply,"15-24 132nd Street, College Point, NY, 11356",15-24 132nd Street,College Point,NY,11356,"$2,040.00",1,NO
2024,Romona Keveza Collection,"1 Rockefeller Plaza, New York, NY, 10020",1 Rockefeller Plaza,New York,NY,10020,"$2,040.00",,NO
2021,Solimar Grill,"1800 Archer Street, Bronx, NY, 10460",1800 Archer Street,Bronx,NY,10460,"$2,040.00",1,NO
2021,ATFY Inc,"4120 Ocean Ave, Brooklyn, NY, 11223",4120 Ocean Ave,Brooklyn,NY,11223,"$2,038.00",1,NO
2021,ANDR Services Group,"36-27 31st Street, Long Island City, NY, 11106",36-27 31st Street,Long Island City,NY,11106,"$2,032.00",,NO
2023,Chipotle 404 Broadway - 2704,"404 Broadway, New York, NY, 10013",404 Broadway,New York,NY,10013,"$2,027.00",79,NO
2023,Unique People Services,"4377 Bronx Blvd., Bronx, NY, 10466",4377 Bronx Blvd.,Bronx,NY,10466,"$2,027.00",,NO
2021,Kids First Early Intervention,"6214 Riverdale Ave, Bronx, NY, 10471",6214 Riverdale Ave,Bronx,NY,10471,"$2,025.00",2,NO
2023,Signitel,"100A Broadway, Brooklyn, NY, 11249",100A Broadway,Brooklyn,NY,11249,"$2,016.00",1,NO
2023,Associated Fresh Marketplace,"70-63 Parsons Blvd, Flushing, NY, 11365",70-63 Parsons Blvd,Flushing,NY,11365,"$2,014.00",,NO
2023,RAIN Home Attendant Services Inc,"811 Morris Park Avenue, Bronx, NY, 10462",811 Morris Park Avenue,Bronx,NY,10462,"$2,011.00",,NO
2023,Vincent's Limousine Service of New York,"4206 Broadway, Queens, NY, 11103",4206 Broadway,Queens,NY,11103,"$2,010.00",,NO
2020,Ultimate Care Inc,"1000 Gates Avenue, Brooklyn, NY, 11221",1000 Gates Avenue,Brooklyn,NY,11221,"$2,007.00",3,NO
2020,NY HVCA Services,"14-38 31st Drive, Long Island City, NY, 11106",14-38 31st Drive,Long Island City,NY,11106,"$2,006.00",1,NO
2021,The IM Group,"48 Wall Street, New York, NY, 10005",48 Wall Street,New York,NY,10005,"$2,002.00",1,NO
2021,Bronx Community Cable Program / Bronxnet Televisi..,"250 Bedford Pk. Blvd. W., New York, NY, 10468",250 Bedford Pk. Blvd. W.,New York,NY,10468,"$2,001.00",1,NO
2020,Bluewater Plumbing & Heating Inc,"63-17 Metropolitan Ave, Middle Village, NY, 11379",63-17 Metropolitan Ave,Middle Village,NY,11379,"$2,000.00",1,NO
2023,Delores Arnold,"634 East 236th Street, Bronx, NY, 10466",634 East 236th Street,Bronx,NY,10466,"$2,000.00",1,NO
2020,Island Auto Group,"1239 Hylan Boulevard, Staten Island, NY, 10305",1239 Hylan Boulevard,Staten Island,NY,10305,"$2,000.00",1,NO
2024,Halal Chef,"263-14 Hillside Ave, Floral Park, NY, 11001",263-14 Hillside Ave,Floral Park,NY,11001,"$2,000.00",,NO
2024,Shhh Omakase,"113 Division St, New York, NY, 10002",113 Division St,New York,NY,10002,"$2,000.00",,NO
2022,Ligero Handyman Services Corp,"1731 Radcliff Avenue, Bronx, NY, 10462",1731 Radcliff Avenue,Bronx,NY,10462,"$2,000.00",1,NO
2020,NYC Strand / Strand Creative Group,"545 W 45th Street, New York, NY, 10036",545 W 45th Street,New York,NY,10036,"$2,000.00",1,NO
2021,Pacific Tower Condominium,"4222 Union Street, Flushing, NY, 11355",4222 Union Street,Flushing,NY,11355,"$2,000.00",1,NO
2021,Target Mechanical Inc,"PO Box 20834, Staten Island, NY, 10302",PO Box 20834,Staten Island,NY,10302,"$2,000.00",1,NO
2022,Telio Greek Italian Restaurant,"2479-2481 Boadway, New York, NY, 10024",2479-2481 Boadway,New York,NY,10024,"$2,000.00",1,NO
2024,Care Pro,"60-19 Roosevelt Avenue, Wooside, NY, 11377",60-19 Roosevelt Avenue,Woodside,NY,11377,"$1,998.00",,NO
2023,Chipotle White Plains Road - 3706,"2190 White Plains Rd, Bronx, NY, 10462",2190 White Plains Rd,Bronx,NY,10462,"$1,995.00",38,NO
2023,Chipotle Bloomingdales - 2135,"1020 3rd Ave, New York, NY, 10065",1020 3rd Ave,New York,NY,10065,"$1,994.00",61,NO
2020,Tech Conveyor System Corp.,"7205 67th St., Glendale, NY, 11385",7205 67th St.,Glendale,NY,11385,"$1,992.00",1,NO
2022,Golden Krust Caribbean Bakery Inc,"3958 Park Avenue, Bronx, NY, 10457",3958 Park Avenue,Bronx,NY,10457,"$1,990.00",,NO
2020,Etihad Airways,"40 Exchange Place Suite 701, New York, NY, 10005",40 Exchange Place Suite 701,New York,NY,10005,"$1,989.00",2,NO
2021,Manhattan Parking Group,"545 5th Avenue, New York, NY, 10017",545 5th Avenue,New York,NY,10017,"$1,988.00",1,NO
2023,Prime Piping and Heating Inc.,"160 Ross St, Brooklyn, NY, 11211",160 Ross St,Brooklyn,NY,11211,"$1,984.00",,NO
2020,ATN Check Cashing,"12211 Guy R Brewer Boulevard, Jamaica, NY, 11434",12211 Guy R Brewer Boulevard,Jamaica,NY,11434,"$1,983.00",1,NO
2020,Maimonides Medical Center,"4802 10th Ave, Brooklyn, NY, 11219",4802 10th Ave,Brooklyn,NY,11219,"$1,979.00",2,NO
2023,Beanstalk Academy,"2800 Bruckner Blvd, Bronx, NY, 10465",2800 Bruckner Blvd,Bronx,NY,10465,"$1,974.00",1,NO
2022,Tightlynx LLC,"374 Utica Avenue, Brooklyn, NY, 11213",374 Utica Avenue,Brooklyn,NY,11213,"$1,972.00",1,NO
2024,Towneplace Suites by Marriott,"324 West 44th Street, New York, NY, 10036",324 West 44th Street,New York,NY,10036,"$1,971.00",,NO
2021,Philly Pretzel Factory,"408 Jay Street, Brooklyn, NY, 11201",408 Jay Street,Brooklyn,NY,11201,"$1,966.00",1,NO
2022,Surf Air,"68-59 112th Street, Queens, NY, 11375",68-59 112th Street,Queens,NY,11375,"$1,963.00",1,NO
2020,Knight Security Services,"117-16 203rd Street, New York, NY, 11412",117-16 203rd Street,New York,NY,11412,"$1,962.00",1,NO
2020,Knight Security Services,"117-16 203rd Street, New York, NY, 11412",117-16 203rd Street,New York,NY,11412,"$1,962.00",1,NO
2020,The Dumpling Wagon LLC,"93 Hicks St, Brooklyn, NY, 11201",93 Hicks St,Brooklyn,NY,11201,"$1,961.00",1,NO
2023,Chipotle NOHO - 1549,"625 Broadway, New York, NY, 10012",625 Broadway,New York,NY,10012,"$1,959.00",83,NO
2023,The Metro Group Inc.,"5023 Twenty Third St., Long Island City, NY, 11101",5023 Twenty Third St.,Long Island City,NY,11101,"$1,959.00",,NO
2024,Always Home Care Inc,"3131 Coney Island Avenue, Brooklyn, NY, 11235",3131 Coney Island Avenue,Brooklyn,NY,11235,"$1,958.00",,NO
2023,Panda Aps Group Inc,"132-22 Pople Avenue, Flushing, NY, 11355",132-22 Pople Avenue,Flushing,NY,11355,"$1,950.00",1,NO
2022,LC Apparel Consulting LLC,"505 Johnson Ave, Brooklyn, NY, 11237",505 Johnson Ave,Brooklyn,NY,11237,"$1,944.00",1,NO
2021,Knekt Inc,"97-11 98th Street, Queens, NY, 11416",97-11 98th Street,Queens,NY,11416,"$1,943.00",1,NO
2023,The Beer Garage / Wild Restaurant,"148 5th Avenue, Brooklyn, NY, 11217",148 5th Avenue,Brooklyn,NY,11217,"$1,935.00",1,NO
2020,13106 Grand Evergreen Inc.,"13106 Rockaway Blvd, South Ozone Park, NY, 11420",13106 Rockaway Blvd,South Ozone Park,NY,11420,"$1,932.00",1,NO
2022,Riverside Rehab,"150 Riverside Drive, New York, NY, 10024",150 Riverside Drive,New York,NY,10024,"$1,925.00",1,NO
2021,Arby's Store #08694,"2059 Bartow Avenue, Bronx, NY, 10475",2059 Bartow Avenue,Bronx,NY,10475,"$1,920.00",1,NO
2023,Cohens Fashion Optional,"117 Orchard Street, New York, NY, 10002",117 Orchard Street,New York,NY,10002,"$1,913.00",,NO
2021,"Vishara Video, Inc.","781 8th Avenue, New York, NY, 10036",781 8th Avenue,New York,NY,10036,"$1,908.00",,NO
2022,Taurus Construction Group Inc,"53-56 72nd Place, Maspeth, NY, 11378",53-56 72nd Place,Maspeth,NY,11378,"$1,907.00",1,NO
2022,Reflections Nail Bar Inc,"915 Columbus Avenue, New York, NY, 10025",915 Columbus Avenue,New York,NY,10025,"$1,906.00",,NO
2022,"Ling Qin Tax & Associates, LLC","136-31 41st Avenue, Flushing, NY, 11355",136-31 41st Avenue,Flushing,NY,11355,"$1,905.00",1,NO
2020,Peter Marcus Group,"50 W. 57th Street, New York, NY, 10019",50 W. 57th Street,New York,NY,10019,"$1,904.00",1,NO
2023,Chipotle 55th and 3rd - 2375,"906 Third Avenue, New York, NY, 10022",906 Third Avenue,New York,NY,10022,"$1,901.00",80,NO
2022,"N.Y. Metropolitan Plumbing & Heating, Inc","72-33 Central Avenue, Glendale, NY, 11385",72-33 Central Avenue,Glendale,NY,11385,"$1,901.00",,NO
2023,C Chuqui Construction Inc,"12-45 Stratford Avenue, Bronx, NY, 10472",12-45 Stratford Avenue,Bronx,NY,10472,"$1,900.00",1,NO
2023,Schildr Inc,"104 West 40th Street Suites, New York, NY, 10018",104 West 40th Street Suites,New York,NY,10018,"$1,899.00",,NO
2021,Smiles Around Us / Southfield Academy,"351 Sand Lane, Staten Island, NY, 10305",351 Sand Lane,Staten Island,NY,10305,"$1,896.00",1,NO
2023,Spigro Mannagement LLC,"820 Boynton Ave., Bronx, NY, 10473",820 Boynton Ave.,Bronx,NY,10473,"$1,896.00",,NO
2023,The Loft Brooklyn Restaurant & Lounge,"1712 Nostrand Avenue, Brooklyn, NY, 11226",1712 Nostrand Avenue,Brooklyn,NY,11226,"$1,892.00",1,NO
2022,7 & 7 Deli,"111-28 Springfeild Blvd., Queens Village, NY, 11429",111-28 Springfeild Blvd.,Queens Village,NY,11429,"$1,891.00",1,NO
2023,Avoid Suspension.com,"94 9th Street, Brooklyn, NY, 11215",94 9th Street,Brooklyn,NY,11215,"$1,891.00",,NO
